artist_name,artist_id,artist_terms,artist_familiarity,artist_hotttnesss,artist_location,artist_7digitalid
Led Zeppelin,ARDIBRT1187B9AF176,blues-rock,0.787098356,0.634412385,England,128188
Sandi Thom,ARY80281187FB3E380,british pop,0.655359115,0.405031298,Scotland,11214
Carl Belew,ARXSPYZ1187B98972A,rockabilly,0.305523628,0.257496328,"Salina, OK",174553
The Field Mice,ARR2TI31187FB380FE,twee pop,0.60542429,0.409292117,,163827
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,ARNILB71187B99EC88,hard bop,0.426683814,0.333154508,"Los Angeles, CA",135437
Catherine Howe,AR0OEYB1187FB4A81E,chill-out,0.421792253,0.319209721,"Yorkshire, England",367053
Malkit Singh,ARH4N0N1187FB3E1F1,broken beat,0.483243067,0.324430892,,79228
Rodney O & Joe Cooley,ARDQO721187FB3C6D9,miami bass,0.415784608,0.307902094,,493710
Dean Martin,ARIFGKC1187B9B04D5,vocal,0.708439814,0.623970266,"Steubenville, OH",2699
Strata,AR4IWYN1187FB47DF6,post-grunge,0.612837504,0.482298832,"Campbell, CA",231753
James Darren,AR9YQN31187FB45B34,brill building pop,0.489280179,0.343605383,"Philadelphia, PA",46300
Till West & DJ Delicious,ARV3IN31187FB4AAAE,funky house,0.564512291,0.3268453,,85456
Carlos Nuñez,ARCID1N1187FB51DA0,flamenco,0.535702528,0.384986117,,40744
Igor Stravinsky,ARKCTSM11F4C83C839,ballet,0.633258331,0.49576633,,142271
Gene Clark,AR7JBP41187FB3EA8A,country rock,0.685125411,0.527066335,"Los Angeles, CA",11140
Maysa,ARAHQDS1187FB55275,brazilian pop music,0.616436885,0.409464909,,24238
The Shirelles,ARALP6I1187B989E27,doo-wop,0.66229871,0.379137556,"Passaic, NJ",40983
The American Boychoir,AR23EC41187FB4805D,j pop,0.409827635,0.291883422,New Jersey,11085
JDS,AR8JSAL1187FB3CE7E,happy hardcore,0.487220327,0.44974631,,175782
Panic At The Disco,ARL6FF81187FB5A916,pop punk,0.842368944,0.604655128,"Las Vegas, NV",16551
Jan Howard,AR9EZGO1187B9A401F,classic country,0.44240829,0.258671268,"West Plains, MO",18536
Abraham Laboriel,ARLDW6Z1187FB3F2A0,jazz,0.362358559,0.298372721,"Mexico City, Mexico",329586
Michèle Arnaud,ARKA2YS1187B9A4060,chanson,0.368134445,0.313665817,,23773
Sticky Fingaz,AR1QXAQ1187FB47FAC,hip hop,0.542512528,0.403784235,"Brookyln, NY",230530
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,ARKSBCO1241B9CE46E,bel canto,0.384563593,0.30566262,,740515
The Jeff Healey Band,AR76DOS1187FB5AE78,blues-rock,0.716854352,0.414236248,,3048
Angela Dimitriou,AR4OHL91187B9B2EB9,pop folk,0.264713987,0,,118132
Danny Wilson,AR6QQY41187B990574,british pop,0.559991415,0.362902986,"Dundee, Scotland",16266
Lionel Rogg,ARN8NCB1187FB49652,early music,0.320855383,0.29127103,"Geneva, Switzerland",29437
Java,AREHMUC1187B98B91B,musette,0.625157654,0.359757244,,93561
SWAMI featuring Asuivre,ARXG6L11187FB5695E,downtempo,0.679654239,0.380756416,"Birmingham/ London, UK",26628
The Black Velvet Band,ARO2EDF1187B993BD8,irish folk,0.353911957,0.262798505,,423942
Lisa Lynne,ARU0HTX1187B98B4C6,chill-out,0.6051397,0.420937755,California - LA,1726
Pe'z,ARVMPJC1187FB3B954,argentine rock,0.530791489,0.431839301,,346845
Shawn Colvin,ARDW5AW1187FB55708,country rock,0.68550363,0.446732968,"Vermillion, SD",2752
Stephy Tang,ARHNL9K1187FB5730C,cantonese pop,0.37248425,0.358893493,,23314
Casual,ARD7TVE1187B99BFB1,hip hop,0.581793766,0.401997543,California - LA,165270
Backstreet Boys,AR3JMC51187B9AE49D,teen pop,0.851417629,0.592614927,"Orlando, FL",2219
Tiny Tim,ARPBNLO1187FB3D52F,cabaret,0.593496044,0.404897336,"New York, NY",23825
Kenny G featuring Daryl Hall,AR9AWNF1187B9AB0B4,instrumental pop,0.751629597,0.550212562,"Seattle, Washington USA",2031
Christos Dantis,AROGWRA122988FEE45,pop rock,0.480752276,0.417593317,,193376
David Martin,ARMBR4Y1187B9990EB,screamo,0.637533386,0.310614282,California - SF,198574
John Davis,ARQ9BO41187FB5CF1F,jazz fusion,0.545435239,0.387635478,Pennsylvania,9400
Trafik,ARKULSX1187FB45F84,progressive house,0.596845852,0.405352011,Utah,12588
Nick Ingman;Gavyn Wright,ARI2JSK1187FB496EF,jazz funk,0.4074304,0.31853603,"London, England",2728
Eddie Calvert,AREDBBQ1187B98AFF5,cool jazz,0.421187326,0.310544672,,10546
Glad,AR7ZKHQ1187B98DD73,ccm,0.524265131,0.372232889,,302922
Steel Rain,ARBGXIG122988F409D,country rock,0.018917567,0,California - SF,132429
Los Manolos,AR7SMBG1187B9B9066,flamenco,0.47013483,0.320517791,,3203
Gloriana,ARGCY1Y1187B9A4FA5,teen pop,0.73699197,0.47722519,"Nashville, TN.",266506
Bombay Rockers,AR36F9J1187FB406F1,bhangra,0.531757816,0.335933116,Denmark,80483
Jinx,ARNNKDK1187B98BBD5,breakbeat,0.556566973,0.431824888,Zagreb Croatia,338968
Chase & Status,AR62SOJ1187FB47BB5,breakbeat,0.654594982,0.396356237,,9897
Tom Petty,ARBEBBY1187B9B43DB,heartland rock,0.779838092,0.568350503,"Gainesville, FL",4996
Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,ARDR4AC1187FB371A1,symphonic rock,0.522197175,0.391370587,,2299
Pucho & His Latin Soul Brothers,ARAGB2O1187FB3A161,latin jazz,0.44259318,0.253785313,,-1
Soul Mekanik,AREDL271187FB40F44,tech house,0.490009428,0.399537136,,264504
Mitch Ryder,ARP6N5A1187B99D1A3,blues-rock,0.476747681,0.294053193,"Hamtramck, MI",60541
Blingtones,ARGSAFR1269FB35070,turnablism,0.021492905,0,,427759
Luna Orbit Project,ARULZCI1241B9C8611,club,0.420966667,0.310661896,,366115
Danilo Perez,AR0IAWL1187B9A96D0,latin jazz,0.331874147,0.3228233,Panama,777640
Line Renaud,ARJIE2Y1187B994AB7,chanson,0.470212296,0.320086927,,19334
King Curtis,ARLTWXK1187FB5A3F8,instrumental rock,0.575674219,0.366820788,"Fort Worth, TX",4354
Sophie B. Hawkins,ARNF6401187FB57032,ballad,0.713274972,0.377593082,"New York, NY [Manhattan]",27792
Lupe Fiasco,ARPFHN61187FB575F6,hip hop,0.902062927,0.554633231,"Chicago, IL",24769
Wilks,AR051KA1187B98B2FF,hip hop,0.351182454,0.080166939,,229621
Marc Shaiman,AR8IEZO1187B99055E,soundtrack,0.510010871,0.378442737,,133897
40 Grit,AR558FS1187FB45658,nu metal,0.451977717,0.331351565,,94218
Gwen Stefani,ARVBRGZ1187FB4675A,rock,0.837872047,0.532803542,,1059
Steve Morse,ARWB3G61187FB49404,blues-rock,0.589903022,0.420692588,"Hamilton, Ohio",3110
Bitter End,AREVWGE1187B9B890A,stoner metal,0.602868067,0.449002436,Noci (BA),415038
Ethel Merman,AR2JD2Z1187B998A90,vaudeville,0.493593024,0.341254769,"New York, NY [Astoria, Queens]",21950
Leon Russell & New Grass Revival,AR7TTCH1187FB3F95C,blues-rock,0.634227165,0.443708895,"Lawton, OK",13637
Story Of The Year,ARF6ZTO1187FB3684F,screamo,0.806762596,0.580095045,"LONG BEACH, California",13912
Natural Elements,ARPYBWQ1187B989C0D,hip hop,0.44802055,0.369535728,,10826
Lisa Lynne,ARU0HTX1187B98B4C6,chill-out,0.6051397,0.420937755,California - LA,1726
Neil Sedaka,ARUE3AK1187B9AC923,brill building pop,0.720842183,0.444025681,"Brooklyn, NY",2251
Maurice Larcange,AR6W9T51187B9A8B8E,chanson,0.360241801,0.279642625,,295533
A Static Lullaby,ARQ05GM1187B990512,post-hardcore,0.758678715,0.557562472,"Chino Hills, CA",87673
John Wesley_ John Wesley,AR1Y2PT1187FB5B9CE,disco,0.560557984,0.452789477,Brandon,343187
Coph Nia,ARXN7S71187B9941BE,dark ambient,0.56246685,0.354934743,,169808
Tabu feat. Mitzib,AR1072G1187FB5B351,cumbia,0.578881704,0.444900149,Texas,25701
Nights Like These,ARXIIEY1187FB44EAF,doom metal,0.628886848,0.310754057,"Memphis, TN",91109
Oasis,ARBUOOR1187B997391,british pop,0.834564098,0.540216451,"Manchester, England",8329
John Davis & Emma Doyle,ARQ9BO41187FB5CF1F,jazz fusion,0,0.387635478,Pennsylvania,9400
Stew,ARGC7FQ1187FB409CC,cabaret,0.541077953,0.304547713,New York,109946
Jauida,ARRS5961187B99F9DE,male vocalist,0.53915621,0.360648925,,361310
Eddy Arnold,AR14CJ91187FB3A994,honky tonk,0.56412895,0.397775654,"Madisonville, TN",3356
All Time Low,ARJV0U41187B9AB715,pop punk,0.842431482,0.526458224,"Baltimore, MD",66280
Brian Dullaghan,AR502DZ1187B98F8E1,irish folk,0.29143326,0.150857762,,328794
Richard Galliano,ARWI6LR1187FB46E9F,tango,0.571422802,0.423356106,"Le Cannet, France",35531
Regina Belle,AR0AVIB1187FB37D01,vocal jazz,0.566024302,0.384601686,"Englewood, NJ",49948
Debbie Davies,AR7OCK81187B98D1F1,blues-rock,0.528835698,0.343133497,"Los Angeles, CA",80148
STEVE CAMP,ARABFU01187FB46712,ccm,0.527078764,0.314428181,,5112
Jay Tee & Baby Bash,ARF88UQ1187FB5A3E9,hard house,0.662945434,0.32815742,California - SF,392288
The Stolen Minks,ARQZTGO11E8F5C0768,dance rock,0.501125001,0.298269163,,316184
Daath,AR08GQF1187B98E316,technical death metal,0.473963333,0.35070666,,54581
Extasick,ARZGMLE11F4C840C9D,digital hardcore,0.416985865,0.267454194,,357838
UFO,AROATPL1187FB48E12,heavy metal,0.681130242,0.453399083,Arizona,16919
Avril - Remix By Ana Rago,ARBXIDR1187B9AB77E,trip hop,0.897178039,0.438234414,,24165
Pat Travers,ARYCP7D1187B99516B,blues-rock,0.565971267,0.384018129,"Toronto, Canada",17472
SNOWPATROL,ARVN9FZ1187FB393F1,indie rock,0.818319359,0.667294596,"Dundee, Scotland",269
Die Fantastischen Vier,ARMD6JB1187FB3B0E7,pop rap,0.686452083,0.517259283,Germany,60985
Jeanie Lambe & The Danny Moss Quartet,ARFAGIR1187B997EA1,hip hop,0.03863811,0,,284755
Nelson Ned,AR6C8EJ1187FB3F473,latin jazz,0.498663649,0.32188269," Ubá, Minas Gerais",17871
Yung Joc,AROHMXL1187B9AF4B2,gangster rap,0.851218064,0.510490081,"College Park, Georgia",29787
Philippe Sarde,ARWNRBH1187B9B7E68,smooth jazz,0.455679779,0.34369745,"Neuilly-sur-Seine, France",244020
Orquesta Aragón,ARRVUWA1187B9A0FE2,charanga,0.508731241,0.332930951,Cuba,3441
Jason Miles,AR0LVFQ1187B9A84E0,jazz fusion,0.458055179,0.23345958,NY - New York City,7050
State of Chaos,ARZCEOJ1187B9A91C0,tech house,0.363734084,0.140390475,,100561
Dropkick Murphys,ARD2NDU1187B99B615,celtic punk,0.79309437,0.568491815,"Boston, MA",13626
Taint,AREJO121187B995676,power electronics,0.560882279,0.345063467,,29553
VHS Or Beta,AR5WPYF1187B9B40DA,disco,0.67161064,0.421973968,"Louisville, KY",5874
Leonard Kwan,ARN5BHA1187B99E072,slack key guitar,0.384772191,0,,326381
True Believers,ARUZL121187FB4B42D,melodic hardcore,0.494073815,0.328073305,,171583
Les Hurlements D'leo,ARW040W1187FB51082,folk rock,0.446326628,0.425728131,,463850
Charanga Forever,ARQ7XJG1187B991CEC,salsa,0.338173032,0.279901462,,189617
Zuzu Bollin,AR7S48C1187B99711E,r&b,0.436155425,0,"Frisco, TX",200804
Bullet For My Valentine,ARM7C1Q1187FB471C8,alternative metal,0.815437803,0.613443198,"Bridgend, South Wales, UK",16617
The Hit Factory,ARYHTYH11EBCD7C884,free music,0.309621411,0.166568299,,217897
Terry Snyder,AR7UOUK1187B99078C,space age pop,0.457207167,0.320919611,,48308
Marcus Miller,ARGEKDX1187FB3A5BF,jazz funk,0.695416519,0.412110495,"Brooklyn, NY",10778
Beatnuts,ARNQESK11F4C83FD6F,grime,0.608018106,0.285523231,,15849
Ayo,ARN03F71187FB4E3F4,neo soul,0.522590185,0.390641236,United States,40059
Kid Sister,ARJ9B1V1187FB4DD1F,hip house,0.749395045,0.464517526,Chicago IL,120684
Mons Leidvin Takle,ARSS1OZ1187FB54440,lullaby,0.221726078,0.282402199,,493650
Public Image Ltd,ARDG9Z71187B997023,dance rock,0.684994897,0.415517083,"London, England",105561
Rise Against,ARZWK2R1187B98F09F,hardcore punk,0.847081688,0.625080481,Chicago,6795
Sizzla,ARNNQ9E1187FB3C82F,dancehall,0.732571745,0.457981674,,7536
Richard Galliano,ARWI6LR1187FB46E9F,tango,0.27585437,0.423356106,"Le Cannet, France",35531
Helen Love,ARWSMC91187B9AD369,power pop,0.581884359,0.347006921,"Cardiff, Wales",187997
David Mingyue Liang,ARZAXOR11F4C83EB65,chinese music,0.185774967,0,,389431
Pursuit Of Happiness,ARFK98R1187B9B0552,power pop,0.508676201,0.377888131,"Toronto, Ontario, Canada",14689
Bobby Hutcherson,ARU9Q5Q1187FB3D6EB,latin jazz,0.570900104,0.393292711,"Los Angeles, CA",17036
Gregory Isaacs,AR57Z841187B9B7D7D,lovers rock,0.709472621,0.451998594,"Kingston, Jamaica",101
The Pharcyde,AR82DJK1187B991107,rap,0.756063871,0.491468882,"Los Angeles, CA",31569
Azis,ARMUC731187B9A172D,pop folk,0.499302193,0.387294172,,50696
Amy Winehouse,ARWD25M1187FB4C563,vocal jazz,0.899709853,0.583732613,London,4
George Lopez,ARYF20K1187B9B76BD,california,0.668020249,0.516963731,"ORANGE, California",103932
Les Hou-Lops,ARRESZG1187B9A3FBF,freakbeat,0.27790004,0.116156134,,487514
The Cosmosamatics,ARD88QA119B3403A02,free jazz,0.224787871,0.24305321,,325415
Jackie Edwards,ARIHI8H1187B9B0058,rock steady,0.50373879,0.359290849,Jamaica,7785
Michael Card,ARHO1WI1187B98CB84,ccm,0.515279199,0.34424658,,19769
Richard Galliano,ARWI6LR1187FB46E9F,tango,0.27585437,0.423356106,"Le Cannet, France",35531
Ensiferum,ARUWB5W1187B98D7A1,power metal,0.710203377,0.51484988,"Helsinki, Finland",61219
Leila Chicot,ARR9XHK1187FB3894D,zouk,0.516618213,0.412390713,FRANCE,267695
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,AR82DJK1187B991107,rap,0.756063871,0.491468882,"Los Angeles, CA",31569
Erkki Junkkarinen,ARIUQZL1187FB4303B,humppa,0.404499596,0.331642439,,22827
A Static Lullaby,ARQ05GM1187B990512,post-hardcore,0.758678715,0.557562472,"Chino Hills, CA",87673
Scar Symmetry,ARBD4QW1187FB42153,death metal,0.718381342,0.455825979,Sweden,54554
Oztara,AR8QW7Y119B866993A,musette,0.450877778,0.313171602,,324578
Sonia Dersion,ARJAVK71187B989FEF,zouklove,0.375962133,0.349873381,,257867
Christina Aguilera,AR0S7TA1187FB4D024,dance pop,0.831240277,0.737884133,,216
Headhunter,ARVD9M11187FB49291,dubstep,0.60773432,0.448452837,,157861
Eighteen Visions,ARV1ALU1187FB4D77E,alternative metal,0.752365974,0.440107997,"Orange County, CA",37412
Baby Huey & The Baby Sitters,ARVZPW91187FB4D73C,funk,0.561487776,0.333596878,,23837
Elmore James,ART70HI1187B9A37BC,chicago blues,0.619366856,0.434823431,"Richland, MS",14703
Rising Lion,ARCICZN11EB9C810B3,roots reggae,0.494587077,0.30710777,Florida,537971
George Harrison,ARW9QSZ1187FB4B93E,classic rock,0.739047424,0.541602503,"Liverpool, England",32056
Weezer,AR633SY1187B9AC3B9,pop rock,0.830884642,0.776167742,,7516
Rodney O & Joe Cooley,ARDQO721187FB3C6D9,miami bass,0.415784608,0.307902094,,493710
Boots Randolph,ARUF71J1187FB511C1,instrumental rock,0.544835431,0.331863557,"Paducah, KY",34416
Jackson United,AREP8KM1187B9A3A7B,surf music,0.574984394,0.317016495,,257325
The Cosmosamatics,ARD88QA119B3403A02,free jazz,0.224787871,0.24305321,,325415
Bobbie Gentry,ARQXAUH1187B9BA010,country blues,0.582460567,0.38479891,"Chickasaw County, MS",17872
Creedence Clearwater Revived,ARLH4CH11C8A4173EC,country rock,0.36766771,0.234169894,Lanciano Italy,397261
The Johnny Otis Orchestra,ARRHVVL1187B991E41,jump blues,0.494902079,0.334143883,"Vallejo, CA",31247
B.A.D.,ARCEOW71187B9A5A71,dance rock,0.583989842,0.473636665,"London, England",52071
Luar Na Lubre,ARHBYTA1187FB3C812,freestyle,0.633313609,0.419860994,,5510
Circular,ARX0IEI1187FB4FF4B,chill-out,0.501246444,0.354825639,"Bergen, Norway",465611
Fruko Y Sus Tesos,ARHEQ501187FB4F898,salsa,0.533724477,0.370747684,,36761
The Bucketheads,AR19GQN1187FB3ACF5,vocal house,0.563845985,0.344540601,"New York, NY",19354
The Police,ARIPLUN1187B99B9F9,new wave,0.790367909,0.642655961,"London, England",1480
Kinky,ARM9Q581187B98E984,alternative dance,0.739684335,0.553596233,"Monterrey, Nuevo León, México",6036
The Real Kids,AR3752L1187FB4B67E,power pop,0.484893131,0.344871922,,136839
Eddie Boyd,ARR8AIK1187B9A0BCE,chicago blues,0.453125179,0.349409351,"Stovall, MS",19148
Tha Chamba,ARIFTCD11F4C84086D,rap,0.262129375,0.175955738,,147487
Jack Orsen & Taktlo$$,AR6BIWA1187B9ABAE8,hip hop,0.491991164,0.234625314,,537724
Olov Johansson_ Catriona Mckay,ARYWU5F1187B9A77BE,world music,0.446394479,0,,500627
Shriekback,AR37ILI1187B98E27B,alternative dance,0.547938241,0.374791219,"London, England",87883
Hatebreed,ARPKATM1187B9B76E6,hardcore punk,0.832757431,0.546383748,"New Haven, CT",10260
John Frizzell,ARFZSPU1187B9B5BA9,soundtrack,0.432839367,0.366905853,,63932
Sister Hazel,AREPD8D1187FB3F5BC,post-grunge,0.731065756,0.509878708,"Gainesville, FL",15229
J.J. Cale,AR93D4D1187FB3ACAD,blues-rock,0.675766804,0.435468899,"Oklahoma City, OK",1374
Precious Bryant,AR858UO1187FB437B4,blues,0.462996094,0.329391949,North Carolina,358794
Kings Of Leon,ARF2EHS1187B994F4E,southern rock,0.845768866,0.788805935,"Nashville, Tennessee",1246
Selena,AROF4LP1187FB41C51,tejano,0.748320703,0.545865917,Texas,2385
Brooke Valentine,AR8LMZM1187B9A8160,crunk,0.705745818,0.359064296,"Houston, TX",8011
Krystof,AREUYDJ1187B9BA040,soft rock,0.508636229,0.372119119,"Havířov, Česká republika",25654
Claire Hamill,ARCP8YG1187B997D72,new age,0.515847654,0.35312499,UK - England - South East,168703
Los Originales De San Juan,ARP07GD1187B9B9DA4,mariachi,0.648902582,0.440835007,,975
Black Flag,ARQ76LG1187B9ACD84,hardcore punk,0.731208047,0.547506775,"Los Angeles, CA",33863
Barbarito Diez,ARA373P1187B9A74C7,charanga,0.409796621,0.266343082,,66586
Aaron Watson,ARBZHTB1187FB3A725,honky tonk,0.658016592,0.472495477,,250063
Mary Black,AR82GTS1187FB5662F,country rock,0.597113363,0.376556981,Ireland,41167
Satan's Host,AR2EHC11187B9AD895,heavy metal,0.504300516,0.379902866,,79927
The Impressions,ARCT5P61187FB3D950,chicago soul,0.633220624,0.410247408,United States,1563
Owl City,AR0WLH6119B8669027,synthpop,0.7957297,0.69352472,Minnesota,298145
Bobby Bland,ARDK5LC1187B9AB681,soul blues,0.57944035,0.390981124,"Rosemark, TN",179019
Headliners,AR5BLB01187FB57E99,hard house,0.530631077,0.326235946,,24219
Jane Winther,ARGAWJY11F50C50904,meditation,0.31739138,0.345284773,,131684
The Rascals,ARSYOWS1187FB41157,blue-eyed soul,0.686720834,0.408091819,"New York, NY",23824
Blind Blake,AR97EHA1187B98AD5F,country blues,0.521672995,0.351345077,"Jacksonville, FL",79189
Emilia,ARLZ2LD1187B9B17FD,europop,0.606675278,0.369674093,"Bridgeport, CT",31760
Cómplices,ARGWFMR1187B98D0E7,pop rock,0.510783846,0.349013498,ES,110387
Emilio,ARMT23H1187B995083,tejano,0.576044173,0.360829937,"SAN ANTONIO, Texas",17254
Nana Caymmi,ARV6QHT1187FB5537A,brazilian pop music,0.523633032,0.348350022,,19933
Kasia Stankiewicz,ARXY0SI1187B9B3064,chill-out,0.513108193,0.399372672,,38710
Turisas,ARNDBEM1187B9A2918,viking metal,0.664182058,0.502848779,"H�enlinna, Finland",52682
Chéco Feliciano And Joe King,ARDNW1B1187FB4ABBB,salsa,0.563048689,0.34822673,,103990
Cache Cache,AR5JR4O1187FB35F58,big beat,0.483639878,0.339371214,,300264
David Hudson,ARYKXSD1187B9A4DAD,pop rock,0.480062115,0.330212699,,78829
David Summers,ARABTW91187FB3A73B,pop,0.505602748,0.345717932,,87638
Rummage,ARIPQAE11F4C83B78A,polka,0.387287527,0.188089747,,334050
Adr Lavey,ARUDPRC1257509BA98,gangster rap,0.439866905,0.31294751,,497868
Bill Boyd's Cowboy Ramblers,ARJAZLO11F4C83B642,western swing,0,0,,150557
Canis Dirus,ARSKSFC1264D0E32F8,black metal,0.455064897,0.32386075,,506013
Vickie Winans,ARMD0G81187B99A519,ccm,0.653937821,0.396855869,,142898
Justin,ARZCXO91187FB53708,future jazz,0.782555689,0.335368578,Georgia,11550
La Portuaria,AR1LQNB1187B9A6AE5,disco,0.522888132,0.30571906,,19928
Antonis Remos,ARVAWTX1187B9A9990,pop folk,0.299117766,0,,140517
Percy Faith And His Orchestra,ARKXLIJ1187B9A4C54,orchestra,0.437634718,0.36134021,,22338
Stars Like Fleas,AROBERX1187B9B437A,glitch,0.511711973,0.33256773,"Brooklyn, NY",281172
Gaetano Donizetti,AREDW1C1187B9ACAC2,bel canto,0.556549466,0.362153991,,145957
Shakira,AR6PJ8R1187FB5AD70,dance pop,0.833178526,0.804219797,"Barranquilla, Colombia",21239
Maysa,ARAHQDS1187FB55275,brazilian pop music,0.616436885,0.409464909,,24238
Little Freddie King,AR43KFF1187B9B74B1,new orleans blues,0.419320249,0.338781245,Louisiana,403682
Ms. Dynamite,AR21YNH1187FB49649,grime,0.589694605,0.383863704,London,9917
Andy Russell,AR72THZ1187B9974EF,world,0.39925339,0.281995109,,19047
Blink-182,ARA3I0J1187FB57869,power pop,0.851351443,0.582346374,"Poway, CA",34
Selena,AROF4LP1187FB41C51,tejano,0.748320703,0.545865917,Texas,2385
Kali,ARXOKNT1187B9AA521,hip hop,0.543350013,0.39926515,,95567
Vickie Winans,ARMD0G81187B99A519,ccm,0.653937821,0.396855869,,142898
John Brown,ARA0YAE1187B9B1D16,hard trance,0.641525136,0.387181942,North Carolina,12329
Abysmal Dawn,AR4CH531187FB4EA21,blackened death metal,0.646021343,0.408801073,,78739
Chaotica,ARPGPI81187B98AEEA,industrial rock,0.510937258,0.312127027,Arizona,110953
Lara & The Gumbo Lickers,AR1KMPF1187B99AA98,visual kei,0.557571059,0.306947609,,48295
Elvin Bishop,ARJIWJH1187FB3F6B9,blues-rock,0.558475816,0.40788797,"Glendale, CA",51754
Gordon Jenkins,ARK82DC1187B9A1FEB,orchestra,0.496406259,0.330753889,"Webster Groves, MO",89594
1. Futurologischer Congress,ARECPYG11C8A42B5BF,kraut rock,0.374763103,0.256977994,,42450
Asleep At The Wheel,AR0CDSK1187FB52ED6,western swing,0.60425956,0.461023016,"Paw Paw, WV",16253
Neil Innes,AR0NKFJ1187B9AF1FF,pop rock,0.489360047,0.362113478,"Essex, England",19066
Marcus Miller,ARGEKDX1187FB3A5BF,jazz funk,0.695416519,0.412110495,"Brooklyn, NY",10778
Siouxsie,ARSTSEH121318C5B01,dark wave,0.634441713,0.423117944,,97869
Claire Hamill,ARCP8YG1187B997D72,new age,0.515847654,0.35312499,UK - England - South East,168703
Alan Silvestri,ARFFDZU1187FB50682,country rock,0.629301806,0.450779891,"New York, NY",1971
Sunnyland Slim,ARFZNR41187B990AF7,piano blues,0.485792919,0.332870567,"Vance, MS",70129
Byther Smith,ARZ05QG1187FB3843E,chicago blues,0.465194733,0.36228409,"Monticello, MS",18395
Dusminguet,AR0693R1187FB59D32,rumba,0.546788717,0.37082899,,22258
Rudolph Valentino,ARBON001187B99BAD8,ballad,0.393947413,0.282775063,,435364
Sylvia Patricia,AR4PZLK1187B999B4E,bossa nova,0.467304393,0.264396916,Salvador BRAZIL,170299
Zeromancer,ARQDWBG1187B9891D7,industrial rock,0.644519692,0.405618982,,5417
Regina Belle,AR0AVIB1187FB37D01,vocal jazz,0.566024302,0.384601686,"Englewood, NJ",49948
Two Man Advantage,ARIXCFZ1187B991009,thrash core,0.54402602,0.368908141,,150742
Green Day,ARV3CRH1187B9A1B21,alternative rock,0.859513993,0.812307796,"Berkeley, CA",610
Ayo,ARN03F71187FB4E3F4,neo soul,0.522590185,0.390641236,United States,40059
